Id,target
826,0.1
827,0.1
829,0.1
830,0.1
832,0.1
833,0.1
834,0.1
835,0.1
836,0.1
839,0.1
840,0.1
841,0.1
842,0.1
843,0.1
847,0.1
850,0.1
851,0.1
852,0.1
854,0.1
857,0.1
858,0.1
859,0.1
862,0.1
864,0.1
868,0.1
870,0.1
871,0.1
873,0.1
874,0.1
876,0.1
877,0.1
883,0.1
884,0.1
885,0.1
888,0.1
889,0.1
890,0.1
891,0.1
892,0.1
894,0.1
895,0.1
899,0.1
904,0.1
905,0.1
908,0.1
909,0.1
910,0.1
912,0.1
917,0.1
918,0.1
919,0.1
924,0.1
925,0.1
928,0.1
929,0.1
931,0.1
935,0.1
936,0.1
938,0.1
942,0.1
946,0.1
949,0.1
950,0.1
953,0.1
954,0.1
955,0.1
960,0.1
961,0.1
962,0.1
963,0.1
965,0.1
968,0.1
971,0.1
972,0.1
979,0.1
982,0.1
984,0.1
985,0.1
988,0.1
989,0.1
990,0.1
991,0.1
992,0.1
998,0.1
1005,0.1
1006,0.1
1008,0.1
1009,0.1
1010,0.1
1011,0.1
1014,0.1
1016,0.1
1020,0.1
1021,0.1
1022,0.1
1023,0.1
1024,0.1
1025,0.1
1027,0.1
1028,0.1
1032,0.1
1035,0.1
1043,0.1
1044,0.1
1045,0.1
1047,0.1
1048,0.1
1049,0.1
1050,0.1
1051,0.1
1052,0.1
1053,0.1
1056,0.1
1057,0.1
1058,0.1
1059,0.1
1061,0.1
1062,0.1
1063,0.1
1064,0.1
1066,0.1
1067,0.1
1069,0.1
1070,0.1
1071,0.1
1074,0.1
1075,0.1
1076,0.1
1077,0.1
1078,0.1
1079,0.1
1080,0.1
1081,0.1
1083,0.1
1084,0.1
1086,0.1
1094,0.1
1098,0.1
1100,0.1
1101,0.1
1102,0.1
1106,0.1
1110,0.1
1111,0.1
1114,0.1
1116,0.1
1118,0.1
1121,0.1
1123,0.1
1126,0.1
1128,0.1
1129,0.1
1131,0.1
1132,0.1
1136,0.1
1137,0.1
1141,0.1
1142,0.1
1143,0.1
1144,0.1
1150,0.1
1151,0.1
1153,0.1
1154,0.1
1155,0.1
1157,0.1
1158,0.1
1159,0.1
1160,0.1
1162,0.1
1163,0.1
1164,0.1
1167,0.1
1169,0.1
1170,0.1
1171,0.1
1172,0.1
1175,0.1
1176,0.1
1177,0.1
1178,0.1
1181,0.1
1184,0.1
1185,0.1
1188,0.1
1191,0.1
1192,0.1
1194,0.1
1195,0.1
1196,0.1
1197,0.1
1198,0.1
1199,0.1
1201,0.1
1204,0.1
1206,0.1
1209,0.1
1211,0.1
1212,0.1
1215,0.1
1217,0.1
1218,0.1
1221,0.1
1222,0.1
1224,0.1
1225,0.1
1226,0.1
1229,0.1
1230,0.1
1231,0.1
1232,0.1
1236,0.1
1238,0.1
1241,0.1
1242,0.1
1244,0.1
1246,0.1
1249,0.1
1250,0.1
1251,0.1
1256,0.1
1258,0.1
1259,0.1
1260,0.1
1261,0.1
1265,0.1
1266,0.1
1268,0.1
1270,0.1
1271,0.1
1277,0.1
1286,0.1
1289,0.1
1290,0.1
1291,0.1
1300,0.1
1303,0.1
1307,0.1
1308,0.1
1309,0.1
1311,0.1
1312,0.1
1313,0.1
1320,0.1
1322,0.1
1323,0.1
1324,0.1
1328,0.1
1330,0.1
1332,0.1
1333,0.1
1336,0.1
1337,0.1
1339,0.1
1343,0.1
1344,0.1
1346,0.1
1348,0.1
1355,0.1
1358,0.1
1360,0.1
1361,0.1
1362,0.1
1364,0.1
1366,0.1
1369,0.1
1370,0.1
1372,0.1
1373,0.1
1374,0.1
1376,0.1
1377,0.1
1382,0.1
1386,0.1
1389,0.1
1390,0.1
1391,0.1
1394,0.1
1396,0.1
1400,0.1
1402,0.1
1403,0.1
1405,0.1
1406,0.1
1407,0.1
1408,0.1
1410,0.1
1413,0.1
1415,0.1
1416,0.1
1419,0.1
1420,0.1
1421,0.1
1422,0.1
1423,0.1
1424,0.1
1426,0.1
1429,0.1
1430,0.1
1431,0.1
1433,0.1
1434,0.1
1435,0.1
1438,0.1
1439,0.1
1440,0.1
1441,0.1
1443,0.1
1446,0.1
1447,0.1
1456,0.1
1457,0.1
1461,0.1
1465,0.1
1466,0.1
1468,0.1
1469,0.1
1470,0.1
1471,0.1
1473,0.1
1474,0.1
1477,0.1
1480,0.1
1481,0.1
1484,0.1
1485,0.1
1486,0.1
1487,0.1
1489,0.1
1492,0.1
1494,0.1
1496,0.1
1498,0.1
1501,0.1
1505,0.1
1508,0.1
1509,0.1
1510,0.1
1511,0.1
1513,0.1
1514,0.1
1515,0.1
1517,0.1
1521,0.1
1523,0.1
1524,0.1
1526,0.1
1527,0.1
1528,0.1
1532,0.1
1534,0.1
1537,0.1
1539,0.1
1540,0.1
1541,0.1
1543,0.1
1544,0.1
1545,0.1
1547,0.1
1548,0.1
1552,0.1
1556,0.1
1557,0.1
1558,0.1
1559,0.1
1560,0.1
1562,0.1
1564,0.1
1565,0.1
1570,0.1
1571,0.1
1573,0.1
1574,0.1
1577,0.1
1581,0.1
1583,0.1
1589,0.1
1591,0.1
1592,0.1
1593,0.1
1594,0.1
1595,0.1
1596,0.1
1597,0.1
1600,0.1
1603,0.1
1605,0.1
1606,0.1
1608,0.1
1610,0.1
1611,0.1
1612,0.1
1613,0.1
1617,0.1
1619,0.1
1620,0.1
1623,0.1
1624,0.1
1627,0.1
1629,0.1
1631,0.1
1632,0.1
1633,0.1
1634,0.1
1635,0.1
1637,0.1
1638,0.1
1640,0.1
1645,0.1
1648,0.1
1651,0.1
1653,0.1
1654,0.1
1655,0.1
1657,0.1
1659,0.1
1661,0.1
1662,0.1
1663,0.1
1664,0.1
1665,0.1
1666,0.1
1667,0.1
1669,0.1
1670,0.1
1674,0.1
1675,0.1
1677,0.1
1678,0.1
1679,0.1
1682,0.1
1685,0.1
1686,0.1
1687,0.1
1690,0.1
1692,0.1
1696,0.1
1699,0.1
1700,0.1
1704,0.1
1705,0.1
1707,0.1
1709,0.1
1712,0.1
1718,0.1
1721,0.1
1726,0.1
1730,0.1
1733,0.1
1736,0.1
1738,0.1
1740,0.1
1741,0.1
1742,0.1
1745,0.1
1746,0.1
1749,0.1
1750,0.1
1751,0.1
1757,0.1
1758,0.1
1759,0.1
1760,0.1
1761,0.1
1762,0.1
1763,0.1
1771,0.1
1773,0.1
1775,0.1
1776,0.1
1777,0.1
1778,0.1
1781,0.1
1784,0.1
1788,0.1
1789,0.1
1790,0.1
1791,0.1
1794,0.1
1796,0.1
1797,0.1
1798,0.1
1799,0.1
1803,0.1
1804,0.1
1806,0.1
1808,0.1
1813,0.1
1815,0.1
1817,0.1
1823,0.1
1824,0.1
1825,0.1
1828,0.1
1830,0.1
1831,0.1
1834,0.1
1835,0.1
1842,0.1
1843,0.1
1845,0.1
1847,0.1
1848,0.1
1850,0.1
1851,0.1
1853,0.1
1854,0.1
1858,0.1
1859,0.1
1860,0.1
1861,0.1
1862,0.1
1863,0.1
1864,0.1
1865,0.1
1866,0.1
1870,0.1
1873,0.1
1874,0.1
1875,0.1
1877,0.1
1879,0.1
1880,0.1
1889,0.1
1891,0.1
1893,0.1
1895,0.1
1897,0.1
1898,0.1
1900,0.1
1902,0.1
1903,0.1
1904,0.1
1906,0.1
1909,0.1
1912,0.1
1913,0.1
1914,0.1
1918,0.1
1919,0.1
1921,0.1
1922,0.1
1923,0.1
1924,0.1
1925,0.1
1926,0.1
1927,0.1
1928,0.1
1930,0.1
1932,0.1
1933,0.1
1937,0.1
1939,0.1
1940,0.1
1941,0.1
1943,0.1
1946,0.1
1947,0.1
1952,0.1
1954,0.1
1959,0.1
1961,0.1
1962,0.1
1963,0.1
1964,0.1
1966,0.1
1970,0.1
1971,0.1
1972,0.1
1978,0.1
1980,0.1
1981,0.1
1983,0.1
1986,0.1
1990,0.1
1994,0.1
1996,0.1
1997,0.1
2000,0.1
2002,0.1
2003,0.1
2004,0.1
2005,0.1
2007,0.1
2008,0.1
2009,0.1
2010,0.1
2012,0.1
2014,0.1
2015,0.1
2017,0.1
2018,0.1
2019,0.1
2020,0.1
2021,0.1
2024,0.1
2026,0.1
2027,0.1
2032,0.1
2037,0.1
2038,0.1
2040,0.1
2041,0.1
2042,0.1
2043,0.1
2044,0.1
2045,0.1
2046,0.1
2047,0.1
2048,0.1
2049,0.1
2050,0.1
2055,0.1
2056,0.1
2058,0.1
2059,0.1
2061,0.1
2062,0.1
2064,0.1
2068,0.1
2069,0.1
2070,0.1
2072,0.1
2073,0.1
2074,0.1
2075,0.1
2076,0.1
2079,0.1
2080,0.1
2081,0.1
2082,0.1
2084,0.1
2085,0.1
2086,0.1
2087,0.1
2089,0.1
2092,0.1
2094,0.1
2095,0.1
2096,0.1
2097,0.1
2098,0.1
2100,0.1
2102,0.1
2103,0.1
2108,0.1
2109,0.1
2110,0.1
2111,0.1
2112,0.1
2114,0.1
2119,0.1
2121,0.1
2123,0.1
2124,0.1
2125,0.1
2126,0.1
2127,0.1
2129,0.1
2131,0.1
2132,0.1
2133,0.1
2134,0.1
2135,0.1
2136,0.1
2137,0.1
2139,0.1
2140,0.1
2142,0.1
2143,0.1
2149,0.1
2151,0.1
2153,0.1
2157,0.1
2158,0.1
2160,0.1
2162,0.1
2165,0.1
2166,0.1
2167,0.1
2170,0.1
2171,0.1
2176,0.1
2177,0.1
2179,0.1
2180,0.1
2181,0.1
2183,0.1
2184,0.1
2185,0.1
2187,0.1
2188,0.1
2189,0.1
2190,0.1
2193,0.1
2196,0.1
2197,0.1
2198,0.1
2201,0.1
2202,0.1
2206,0.1
2208,0.1
2210,0.1
2211,0.1
2212,0.1
2213,0.1
2216,0.1
2217,0.1
2219,0.1
2220,0.1
2221,0.1
2222,0.1
2224,0.1
2229,0.1
2230,0.1
2231,0.1
2232,0.1
2234,0.1
2235,0.1
2236,0.1
2237,0.1
2238,0.1
2239,0.1
2240,0.1
2243,0.1
2245,0.1
2252,0.1
2253,0.1
2256,0.1
2257,0.1
2258,0.1
2262,0.1
2264,0.1
2266,0.1
2267,0.1
2268,0.1
2269,0.1
2271,0.1
2272,0.1
2275,0.1
2276,0.1
2278,0.1
2280,0.1
2282,0.1
2283,0.1
2287,0.1
2288,0.1
2291,0.1
2294,0.1
2295,0.1
2296,0.1
2302,0.1
2304,0.1
2305,0.1
2306,0.1
2308,0.1
2309,0.1
2311,0.1
2316,0.1
2319,0.1
2321,0.1
2322,0.1
2323,0.1
2324,0.1
2325,0.1
2328,0.1
2329,0.1
2331,0.1
2332,0.1
2333,0.1
2338,0.1
2339,0.1
2340,0.1
2341,0.1
2342,0.1
2344,0.1
2346,0.1
2347,0.1
2349,0.1
2353,0.1
2355,0.1
2356,0.1
2360,0.1
2361,0.1
2363,0.1
2364,0.1
2368,0.1
2372,0.1
2374,0.1
2375,0.1
2376,0.1
2377,0.1
2379,0.1
2382,0.1
2383,0.1
2386,0.1
2387,0.1
2389,0.1
2390,0.1
2391,0.1
2392,0.1
2394,0.1
2395,0.1
2398,0.1
2399,0.1
2400,0.1
2404,0.1
2405,0.1
2406,0.1
2408,0.1
2409,0.1
2410,0.1
2411,0.1
2413,0.1
2414,0.1
2415,0.1
2416,0.1
2417,0.1
2420,0.1
2423,0.1
2425,0.1
2426,0.1
2429,0.1
2434,0.1
2436,0.1
2437,0.1
2438,0.1
2440,0.1
2442,0.1
2443,0.1
2444,0.1
2445,0.1
2450,0.1
2451,0.1
2453,0.1
2454,0.1
2455,0.1
2456,0.1
2461,0.1
2462,0.1
2464,0.1
2466,0.1
2467,0.1
2468,0.1
2470,0.1
2476,0.1
2478,0.1
2479,0.1
2480,0.1
2486,0.1
2487,0.1
2488,0.1
2489,0.1
2494,0.1
2498,0.1
2500,0.1
2502,0.1
2504,0.1
2507,0.1
2509,0.1
2511,0.1
2514,0.1
2515,0.1
2517,0.1
2518,0.1
2520,0.1
2521,0.1
2524,0.1
2525,0.1
2528,0.1
2529,0.1
2532,0.1
2533,0.1
2534,0.1
2539,0.1
2542,0.1
2544,0.1
2545,0.1
2547,0.1
2549,0.1
2551,0.1
2553,0.1
2554,0.1
2555,0.1
2556,0.1
2564,0.1
2567,0.1
2569,0.1
2570,0.1
2571,0.1
2573,0.1
2575,0.1
2577,0.1
2581,0.1
2582,0.1
2584,0.1
2585,0.1
2588,0.1
2589,0.1
2591,0.1
2592,0.1
2593,0.1
2595,0.1
2596,0.1
2598,0.1
2600,0.1
2601,0.1
2606,0.1
2608,0.1
2614,0.1
2616,0.1
2618,0.1
2620,0.1
2621,0.1
2622,0.1
2623,0.1
2624,0.1
2625,0.1
2627,0.1
2630,0.1
2633,0.1
2634,0.1
2638,0.1
2641,0.1
2643,0.1
2645,0.1
2647,0.1
2649,0.1
2652,0.1
2653,0.1
2654,0.1
2655,0.1
2658,0.1
2659,0.1
2661,0.1
2662,0.1
2663,0.1
2664,0.1
2666,0.1
2668,0.1
2669,0.1
2670,0.1
2672,0.1
2674,0.1
2677,0.1
2679,0.1
2682,0.1
2683,0.1
2684,0.1
2686,0.1
2690,0.1
2691,0.1
2692,0.1
2694,0.1
2695,0.1
2696,0.1
2697,0.1
2698,0.1
2699,0.1
2700,0.1
2701,0.1
2702,0.1
2703,0.1
2704,0.1
2705,0.1
2706,0.1
2710,0.1
2713,0.1
2715,0.1
2719,0.1
2720,0.1
2721,0.1
2722,0.1
2724,0.1
2725,0.1
2732,0.1
2733,0.1
2734,0.1
2735,0.1
2738,0.1
2739,0.1
2741,0.1
2743,0.1
2748,0.1
2751,0.1
2754,0.1
2757,0.1
2759,0.1
2762,0.1
2763,0.1
2764,0.1
2768,0.1
2769,0.1
2770,0.1
2775,0.1
2778,0.1
2779,0.1
2781,0.1
2782,0.1
2784,0.1
2786,0.1
2787,0.1
2788,0.1
2792,0.1
2794,0.1
2803,0.1
2805,0.1
2807,0.1
2810,0.1
2812,0.1
2813,0.1
2815,0.1
2816,0.1
2817,0.1
2819,0.1
2822,0.1
2826,0.1
2834,0.1
2835,0.1
2839,0.1
2840,0.1
2844,0.1
2846,0.1
2849,0.1
2850,0.1
2851,0.1
2853,0.1
2854,0.1
2856,0.1
2857,0.1
2858,0.1
2860,0.1
2861,0.1
2862,0.1
2864,0.1
2865,0.1
2869,0.1
2870,0.1
2871,0.1
2872,0.1
2875,0.1
2877,0.1
2878,0.1
2879,0.1
2880,0.1
2882,0.1
2883,0.1
2884,0.1
2886,0.1
2890,0.1
2891,0.1
2892,0.1
2893,0.1
2894,0.1
2905,0.1
2913,0.1
2914,0.1
2915,0.1
2917,0.1
2918,0.1
2923,0.1
2924,0.1
2926,0.1
2927,0.1
2928,0.1
2931,0.1
2932,0.1
2935,0.1
2936,0.1
2938,0.1
2942,0.1
2943,0.1
2944,0.1
2946,0.1
2947,0.1
2948,0.1
2949,0.1
2951,0.1
2960,0.1
2962,0.1
2963,0.1
2964,0.1
2966,0.1
2967,0.1
2968,0.1
2969,0.1
2970,0.1
2973,0.1
2974,0.1
2978,0.1
2979,0.1
2983,0.1
2984,0.1
2985,0.1
2988,0.1
2990,0.1
2992,0.1
2993,0.1
2994,0.1
2995,0.1
2996,0.1
2997,0.1
2998,0.1
3000,0.1
3003,0.1
3004,0.1
3005,0.1
3007,0.1
3009,0.1
3011,0.1
3012,0.1
3013,0.1
3014,0.1
3015,0.1
3017,0.1
3018,0.1
3019,0.1
3022,0.1
3023,0.1
3024,0.1
3028,0.1
3030,0.1
3032,0.1
3033,0.1
3036,0.1
3038,0.1
3045,0.1
3047,0.1
3048,0.1
3049,0.1
3050,0.1
3052,0.1
3055,0.1
3058,0.1
3061,0.1
3063,0.1
3066,0.1
3069,0.1
3073,0.1
3076,0.1
3077,0.1
3080,0.1
3084,0.1
3087,0.1
3091,0.1
3093,0.1
3094,0.1
3096,0.1
3098,0.1
3101,0.1
3102,0.1
3103,0.1
3106,0.1
3108,0.1
3110,0.1
3115,0.1
3119,0.1
3121,0.1
3122,0.1
3123,0.1
3125,0.1
3126,0.1
3127,0.1
3129,0.1
3130,0.1
3131,0.1
3133,0.1
3134,0.1
3137,0.1
3138,0.1
3141,0.1
3143,0.1
3144,0.1
3149,0.1
3150,0.1
3152,0.1
3155,0.1
3156,0.1
3162,0.1
3163,0.1
3164,0.1
3165,0.1
3173,0.1
3175,0.1
3177,0.1
3178,0.1
3179,0.1
3181,0.1
3183,0.1
3184,0.1
3185,0.1
3187,0.1
3193,0.1
3195,0.1
3196,0.1
3197,0.1
3198,0.1
3199,0.1
3200,0.1
3201,0.1
3202,0.1
3203,0.1
3205,0.1
3207,0.1
3212,0.1
3214,0.1
3217,0.1
3219,0.1
3220,0.1
3224,0.1
3225,0.1
3226,0.1
3227,0.1
3228,0.1
3230,0.1
3231,0.1
3232,0.1
3233,0.1
3234,0.1
3237,0.1
3241,0.1
3242,0.1
3244,0.1
3249,0.1
3250,0.1
3251,0.1
3252,0.1
3253,0.1
3254,0.1
3255,0.1
3256,0.1
3258,0.1
3259,0.1
3260,0.1
3261,0.1
3262,0.1
3264,0.1
3271,0.1
3272,0.1
3275,0.1
3278,0.1
3280,0.1
3282,0.1
3286,0.1
3287,0.1
3290,0.1
3293,0.1
3294,0.1
3296,0.1
3300,0.1
3302,0.1
3303,0.1
3304,0.1
3306,0.1
3309,0.1
3312,0.1
3317,0.1
3318,0.1
3321,0.1
3324,0.1
3326,0.1
3327,0.1
3331,0.1
3334,0.1
3335,0.1
3336,0.1
3337,0.1
3339,0.1
3340,0.1
3342,0.1
3344,0.1
3345,0.1
3347,0.1
3348,0.1
3349,0.1
3350,0.1
3353,0.1
3357,0.1
3360,0.1
3361,0.1
3366,0.1
3367,0.1
3369,0.1
3371,0.1
3372,0.1
3376,0.1
3379,0.1
3380,0.1
3382,0.1
3385,0.1
3390,0.1
3391,0.1
3392,0.1
3393,0.1
3399,0.1
3400,0.1
3401,0.1
3402,0.1
3406,0.1
3407,0.1
3411,0.1
3413,0.1
3419,0.1
3426,0.1
3427,0.1
3428,0.1
3431,0.1
3432,0.1
3434,0.1
3435,0.1
3439,0.1
3443,0.1
3444,0.1
3445,0.1
3446,0.1
3448,0.1
3449,0.1
3451,0.1
3454,0.1
3456,0.1
3457,0.1
3458,0.1
3466,0.1
3467,0.1
3471,0.1
3476,0.1
3477,0.1
3478,0.1
3483,0.1
3488,0.1
3489,0.1
3490,0.1
3492,0.1
3493,0.1
3494,0.1
3496,0.1
3497,0.1
3499,0.1
3504,0.1
3506,0.1
3507,0.1
3508,0.1
3509,0.1
3510,0.1
3512,0.1
3517,0.1
3521,0.1
3523,0.1
3529,0.1
3531,0.1
3532,0.1
3533,0.1
3534,0.1
3538,0.1
3541,0.1
3542,0.1
3543,0.1
3544,0.1
3545,0.1
3546,0.1
3548,0.1
3550,0.1
3552,0.1
3553,0.1
3555,0.1
3556,0.1
3557,0.1
3558,0.1
3559,0.1
3560,0.1
3561,0.1
3564,0.1
3565,0.1
3567,0.1
3568,0.1
3572,0.1
3573,0.1
3574,0.1
3576,0.1
3577,0.1
3578,0.1
3581,0.1
3583,0.1
3586,0.1
3588,0.1
3590,0.1
3593,0.1
3595,0.1
3596,0.1
3597,0.1
3599,0.1
3601,0.1
3609,0.1
3610,0.1
3613,0.1
3618,0.1
3619,0.1
3621,0.1
3625,0.1
3628,0.1
3629,0.1
3630,0.1
3631,0.1
3633,0.1
3635,0.1
3636,0.1
3637,0.1
3638,0.1
3639,0.1
3641,0.1
3642,0.1
3643,0.1
3644,0.1
3645,0.1
3646,0.1
3648,0.1
3649,0.1
3651,0.1
3652,0.1
3654,0.1
3657,0.1
3658,0.1
3659,0.1
3663,0.1
3667,0.1
3674,0.1
3675,0.1
3676,0.1
3677,0.1
3679,0.1
3680,0.1
3684,0.1
3692,0.1
3693,0.1
3697,0.1
3698,0.1
3700,0.1
3704,0.1
3706,0.1
3708,0.1
3709,0.1
3711,0.1
3712,0.1
3713,0.1
3714,0.1
3715,0.1
3716,0.1
3719,0.1
3722,0.1
3724,0.1
3725,0.1
3726,0.1
3728,0.1
3729,0.1
3731,0.1
3734,0.1
3739,0.1
3740,0.1
3741,0.1
3746,0.1
3747,0.1
3749,0.1
3750,0.1
3752,0.1
3755,0.1
3756,0.1
3757,0.1
3760,0.1
3761,0.1
3762,0.1
3764,0.1
3767,0.1
3769,0.1
3770,0.1
3776,0.1
3785,0.1
3787,0.1
3788,0.1
3791,0.1
3794,0.1
3796,0.1
3797,0.1
3798,0.1
3799,0.1
3800,0.1
3803,0.1
3804,0.1
3810,0.1
3812,0.1
3813,0.1
3817,0.1
3818,0.1
3820,0.1
3826,0.1
3827,0.1
3829,0.1
3830,0.1
3831,0.1
3832,0.1
3833,0.1
3834,0.1
3835,0.1
3837,0.1
3839,0.1
3840,0.1
3844,0.1
3845,0.1
3846,0.1
3847,0.1
3849,0.1
3851,0.1
3855,0.1
3858,0.1
3860,0.1
3863,0.1
3864,0.1
3870,0.1
3871,0.1
3872,0.1
3878,0.1
3882,0.1
3886,0.1
3889,0.1
3890,0.1
3895,0.1
3896,0.1
3898,0.1
3899,0.1
3904,0.1
3906,0.1
3907,0.1
3908,0.1
3909,0.1
3911,0.1
3913,0.1
3918,0.1
3919,0.1
3920,0.1
3922,0.1
3924,0.1
3925,0.1
3927,0.1
3928,0.1
3930,0.1
3931,0.1
3932,0.1
3935,0.1
3936,0.1
3939,0.1
3940,0.1
3941,0.1
3942,0.1
3944,0.1
3945,0.1
3947,0.1
3948,0.1
3949,0.1
3950,0.1
3953,0.1
3955,0.1
3958,0.1
3959,0.1
3960,0.1
3961,0.1
3962,0.1
3964,0.1
3965,0.1
3966,0.1
3968,0.1
3969,0.1
3970,0.1
3973,0.1
3974,0.1
3978,0.1
3983,0.1
3987,0.1
3988,0.1
3990,0.1
3995,0.1
3998,0.1
4001,0.1
4002,0.1
4003,0.1
4005,0.1
4008,0.1
4009,0.1
4012,0.1
4013,0.1
4016,0.1
4017,0.1
4020,0.1
4021,0.1
4030,0.1
4033,0.1
4035,0.1
4036,0.1
4038,0.1
4042,0.1
4043,0.1
4044,0.1
4046,0.1
4047,0.1
4048,0.1
4054,0.1
4059,0.1
4062,0.1
4065,0.1
4068,0.1
4069,0.1
4070,0.1
4071,0.1
4073,0.1
4075,0.1
4077,0.1
4079,0.1
4081,0.1
4083,0.1
4084,0.1
4087,0.1
4088,0.1
4090,0.1
4094,0.1
4096,0.1
4099,0.1
4100,0.1
4102,0.1
4105,0.1
4106,0.1
4109,0.1
4110,0.1
4114,0.1
4115,0.1
4116,0.1
4118,0.1
4121,0.1
4124,0.1
4126,0.1
4128,0.1
4130,0.1
4131,0.1
4132,0.1
4133,0.1
4136,0.1
4138,0.1
4140,0.1
4143,0.1
4150,0.1
4154,0.1
4156,0.1
4158,0.1
4159,0.1
4160,0.1
