Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD32,OUT010,141.59346666666664
FDZ10,OUT045,1833.7611555555554
FDZ40,OUT035,1278.1880444444444
FDD51,OUT018,1152.6477555555555
NCY30,OUT019,335.0453555555556
FDP58,OUT017,3034.0506000000005
FDV49,OUT017,4118.786755555556
FDY24,OUT019,351.8383111111111
NCO55,OUT017,1510.7741777777778
FDR13,OUT017,1574.5430222222224
FDS51,OUT017,1368.8108222222222
FDP26,OUT045,1535.8526444444444
NCB54,OUT027,3883.019577777778
FDF32,OUT017,3497.3734222222224
FDN31,OUT018,2899.7809333333335
DRM48,OUT017,1059.879622222222
FDN20,OUT049,2699.523088888889
DRL01,OUT046,2315.060577777778
FDV56,OUT049,2242.118488888889
DRH13,OUT027,2574.5746222222224
FDA03,OUT017,2783.635822222222
FDF47,OUT027,4894.813644444444
FDX32,OUT046,2755.8941555555557
FDX57,OUT049,1991.2598444444443
NCA30,OUT045,2755.5982444444444
FDO49,OUT013,1366.6654666666666
FDL04,OUT019,185.61024444444445
DRM48,OUT035,1082.1469333333334
FDR16,OUT013,2553.416977777778
NCC19,OUT018,2267.4928666666665
NCE42,OUT045,3069.559933333333
FDY24,OUT017,1398.4019333333333
FDH19,OUT049,2218.741511111111
FDJ46,OUT013,3711.613066666667
FDN45,OUT010,573.4017555555556
FDY08,OUT035,1781.310911111111
FDZ37,OUT035,2028.9885111111116
NCT30,OUT045,2093.4231555555552
DRY23,OUT018,1138.4440222222224
NCZ30,OUT018,2439.4912
FDC44,OUT018,1255.2549333333332
FDB45,OUT035,1783.7521777777777
FDY04,OUT013,2669.3401555555556
FDM27,OUT046,2231.5396666666666
FDZ43,OUT017,4218.87868888889
FDT39,OUT019,414.05362222222226
NCC06,OUT019,370.1848
FDL15,OUT027,4266.668333333333
FDL57,OUT017,4312.534555555556
FDU08,OUT046,1922.3125555555557
FDK40,OUT017,4504.876777777778
FDQ12,OUT010,288.14344444444447
FDS48,OUT017,1957.5999555555557
FDP09,OUT045,2465.0875111111113
FDW21,OUT049,1603.0244666666667
FDY25,OUT035,2923.3798444444446
DRE13,OUT017,1503.0065111111112
FDV43,OUT019,186.12808888888887
FDD22,OUT045,1182.534777777778
FDM46,OUT019,301.5334222222222
NCO30,OUT010,439.5759555555556
FDM25,OUT046,2079.2934
NCN41,OUT049,1628.0289555555555
FDU24,OUT045,1406.9833555555556
FDZ50,OUT046,3150.121733333333
FDP45,OUT013,3948.8598
NCM54,OUT045,1655.548688888889
FDW10,OUT019,453.0399111111112
FDP20,OUT017,2079.7372666666665
FDK32,OUT046,2711.655444444444
FDN52,OUT049,1332.1178444444447
FDM58,OUT045,2073.819044444444
FDZ46,OUT027,3415.9978666666666
NCA18,OUT018,2033.7230888888892
FDD35,OUT046,2939.7289333333333
NCK31,OUT035,2086.543222222222
FDI40,OUT027,2478.9213555555557
FDT50,OUT019,333.9356888888889
NCT06,OUT046,2282.954222222222
FDT31,OUT035,3440.8543999999997
FDT45,OUT049,1701.5628666666664
FDT13,OUT045,3800.3864
FDO50,OUT045,1730.1922666666667
NCU18,OUT010,296.9468
NCR54,OUT049,3662.1219333333333
NCO18,OUT018,2316.0962666666665
FDU09,OUT045,899.7177333333334
FDT13,OUT018,1707.9249555555555
FDE09,OUT046,2418.481511111111
NCK53,OUT019,331.7163555555556
FDG45,OUT049,3052.619022222222
DRH15,OUT035,1410.6822444444442
FDO21,OUT019,479.376
FDD14,OUT027,4811.440688888888
FDC09,OUT046,1696.4584
FDH45,OUT027,1961.816688888889
FDV32,OUT046,1696.8282888888887
FDG12,OUT035,2692.273266666667
FDS32,OUT013,1507.8890444444446
NCL55,OUT018,2765.363311111111
DRE01,OUT035,3155.3741555555557
DRE15,OUT049,1421.5569777777778
NCL42,OUT045,3424.8752
FDP31,OUT013,1523.424377777778
FDN33,OUT018,1455.9566444444442
FDZ59,OUT046,3907.2842888888895
FDE45,OUT010,498.90613333333334
FDJ07,OUT013,1973.5791555555556
FDQ45,OUT018,2467.6767333333332
FDM33,OUT027,5547.963444444445
FDO15,OUT010,241.01959999999997
FDM46,OUT013,1486.435488888889
FDR03,OUT045,3363.0297777777773
FDY49,OUT018,1664.2040888888887
FDQ60,OUT045,2003.7620888888887
FDW10,OUT049,2342.876222222222
FDO51,OUT049,2031.5777333333333
FDJ40,OUT018,1434.0592222222224
FDS20,OUT018,3354.226422222222
FDU45,OUT013,2450.7358222222224
FDV02,OUT035,2277.4798666666666
FDN09,OUT046,2967.9884444444447
NCM55,OUT027,3173.3507555555557
FDN23,OUT018,1695.1268
FDY31,OUT010,300.27579999999995
FDW03,OUT010,352.5041111111111
FDD14,OUT046,2826.690888888889
FDV23,OUT017,1599.0296666666666
DRI03,OUT045,2249.2203555555557
FDN13,OUT035,2569.100266666667
FDF45,OUT027,2120.794933333333
FDU46,OUT035,1600.8051333333333
FDB57,OUT049,3609.227822222222
FDV12,OUT049,1484.807977777778
FDQ58,OUT013,1703.190377777778
NCA18,OUT017,1525.1258666666665
FDH52,OUT049,990.8583555555556
FDM24,OUT018,2154.750733333333
NCP43,OUT027,3173.3507555555557
NCO18,OUT019,335.0453555555556
FDM32,OUT017,2561.5545333333334
NCL07,OUT017,1002.3988888888889
FDK03,OUT013,3583.483555555556
FDP59,OUT017,1950.7939999999996
FDQ24,OUT049,2971.2434666666663
FDQ16,OUT018,1321.4650444444444
FDU44,OUT013,2793.622822222222
FDH28,OUT010,169.1132
FDV28,OUT019,177.3247333333333
FDM22,OUT045,923.6865333333333
FDR56,OUT046,2502.150377777778
FDV39,OUT049,2191.8136
FDU37,OUT019,243.53484444444445
FDQ11,OUT010,419.38002222222224
FDX02,OUT045,3573.644511111111
NCS42,OUT018,1739.1435777777779
FDY57,OUT027,2709.214177777778
FDB21,OUT049,3303.3297111111115
FDE28,OUT017,2466.641044444444
FDQ55,OUT017,2236.8660666666665
FDA48,OUT049,2878.771244444444
FDZ19,OUT045,2750.2718444444445
NCC43,OUT045,3398.0212666666666
NCV18,OUT046,1350.5383111111112
NCA42,OUT018,2452.733222222222
FDY45,OUT046,2974.3505333333337
NCC30,OUT045,2865.233311111111
FDM57,OUT013,1805.2057333333335
FDL09,OUT010,315.73715555555555
FDB09,OUT027,4254.166088888889
FDT44,OUT035,1776.5023555555554
NCT06,OUT027,3560.4764666666665
FDX26,OUT049,2513.0990888888887
FDK32,OUT013,2452.067422222222
DRA12,OUT046,1812.677488888889
FDO46,OUT010,457.4046000000001
FDE52,OUT013,1691.8717777777777
NCH42,OUT045,3763.471488888889
FDV08,OUT035,1049.8926222222224
FDB47,OUT018,1655.6966444444447
FDC28,OUT010,301.7553555555556
FDD22,OUT046,1693.6472444444441
FDS07,OUT027,3171.427333333333
DRI13,OUT045,3346.7546666666663
FDG32,OUT018,2592.6252000000004
FDU14,OUT017,4073.0684888888886
FDD28,OUT019,96.31906666666666
NCP41,OUT017,1840.4191555555553
FDS08,OUT049,2526.341111111111
FDX47,OUT045,2347.832733333333
FDC53,OUT019,180.43179999999998
FDQ19,OUT035,3845.586822222222
FDL14,OUT045,2906.8088222222223
FDM33,OUT019,417.6045555555556
FDA51,OUT045,1784.9358222222222
FDZ27,OUT018,1300.603311111111
FDT04,OUT046,1929.4884
DRC13,OUT049,1789.0785777777778
FDR16,OUT027,5160.171933333333
FDQ03,OUT027,5761.1674
FDE38,OUT035,2853.544822222222
DRH23,OUT027,2455.6183555555554
FDT11,OUT019,472.7919777777777
FDD09,OUT035,3273.2207555555556
FDR40,OUT045,1332.7096666666666
FDX07,OUT017,3543.5355555555557
FDR07,OUT035,1584.8259333333333
FDA51,OUT017,1732.4855777777777
FDT59,OUT019,361.6033777777778
FDF20,OUT017,2415.0785333333333
FDR13,OUT045,1731.4498888888888
FDY26,OUT049,2963.0319333333337
FDW04,OUT017,2132.8533111111115
FDK52,OUT017,4288.491777777777
FDN60,OUT049,2136.256288888889
FDM09,OUT019,399.4060222222222
FDP46,OUT049,2039.9372222222223
FDB50,OUT019,349.9888666666667
NCQ29,OUT049,3016.369911111111
FDP16,OUT027,5853.491666666666
FDX33,OUT018,2183.232177777778
FDP07,OUT010,436.3209333333333
FDN22,OUT046,3264.491377777778
FDF39,OUT049,3329.073977777778
FDS21,OUT017,1313.0315777777776
NCM42,OUT013,1643.6382666666668
FDK50,OUT019,549.7288666666667
DRF13,OUT027,4907.019977777778
FDH35,OUT018,1522.4626666666668
FDP60,OUT018,1110.480422222222
DRJ49,OUT027,3328.260222222222
NCT42,OUT019,349.7669333333333
FDE38,OUT049,2195.512488888889
FDI04,OUT049,3582.3738888888893
NCH54,OUT045,2975.904066666667
FDT56,OUT049,1405.2818666666667
DRD15,OUT018,3014.8903555555553
FDV58,OUT013,2536.1801555555553
FDP21,OUT049,3004.2375555555554
FDH05,OUT013,3392.0290666666665
FDR10,OUT027,3819.7685777777783
NCP06,OUT045,1931.929666666667
FDF33,OUT049,1368.588888888889
DRK37,OUT013,2780.010911111111
DRH49,OUT045,1461.8748666666665
FDT58,OUT013,2282.1404666666667
FDD41,OUT018,1135.1150222222223
FDP40,OUT018,1481.4789777777778
FDM51,OUT027,2965.3992222222223
FDO45,OUT010,183.68682222222222
FDW33,OUT010,269.9449111111111
FDY24,OUT045,1597.4021555555555
FDB10,OUT010,480.41168888888893
FDM40,OUT035,1807.2031333333334
NCI06,OUT017,3237.5634666666665
FDW12,OUT019,358.4223333333333
FDX48,OUT027,4687.084044444444
NCW05,OUT027,3030.2777333333333
FDX27,OUT017,1708.4427999999998
DRM37,OUT045,3066.7487777777783
FDA38,OUT045,3030.129777777778
FDR36,OUT046,1063.1346444444443
FDZ45,OUT046,2881.508422222222
FDG05,OUT017,2157.1919999999996
FDK28,OUT013,4268.221866666667
FDV47,OUT045,1296.608511111111
FDN21,OUT045,2092.9053111111116
FDP20,OUT027,4165.540711111111
FDI35,OUT045,2916.7958222222223
DRY23,OUT013,1043.6045111111112
FDA56,OUT017,1408.0190444444443
FDB09,OUT013,2145.2075999999997
NCO26,OUT027,3385.3710666666666
FDQ49,OUT018,2013.0832888888888
FDI52,OUT027,2878.845222222222
FDZ44,OUT027,3962.7676222222226
FDZ09,OUT018,2038.9755111111108
FDY03,OUT049,1891.907688888889
NCG42,OUT017,2755.5982444444444
DRI13,OUT027,5433.519822222222
FDQ32,OUT013,1357.3442666666667
FDW16,OUT035,2071.8216444444442
FDU27,OUT046,1528.6768
FDR28,OUT010,306.268
FDQ49,OUT010,443.2008666666666
FDS37,OUT046,1797.4380666666666
FDW26,OUT018,3007.4925777777776
FDX12,OUT018,2897.1177333333335
NCP06,OUT013,2982.1182
FDW45,OUT010,355.6851555555555
NCN30,OUT049,2563.477955555556
FDN24,OUT049,1607.0932444444445
NCL41,OUT027,1565.1478444444447
FDR02,OUT019,278.0084888888889
FDD09,OUT010,519.619911111111
FDS33,OUT010,256.6289111111111
FDU22,OUT045,1614.1951111111111
FDI53,OUT013,2030.0242000000003
DRH01,OUT049,2609.2702
FDX32,OUT013,2773.944733333333
NCP30,OUT018,816.9366000000001
FDB60,OUT045,2991.513377777778
FDB14,OUT049,1513.3634
NCP02,OUT035,1546.7273777777777
FDJ10,OUT017,2236.6441333333332
FDG34,OUT046,1957.3780222222222
NCB18,OUT017,1600.5832
FDM16,OUT049,1048.265111111111
FDW25,OUT018,1851.2199111111113
FDB35,OUT010,255.88913333333338
DRN11,OUT013,1948.2047777777775
FDF41,OUT019,457.4046000000001
FDH16,OUT045,1117.952177777778
NCQ50,OUT018,3572.0909777777774
DRH23,OUT018,1653.5512888888888
DRJ37,OUT013,3443.295666666667
DRJ24,OUT027,3384.0394666666666
FDY16,OUT035,3076.4398666666666
FDQ27,OUT045,1931.7077333333332
FDZ33,OUT045,1161.7470222222225
FDF29,OUT045,2070.933911111111
FDA08,OUT049,3717.901177777778
FDG31,OUT046,1833.5392222222222
FDE34,OUT019,469.9068444444444
NCR30,OUT027,2091.8696222222225
FDV33,OUT035,3917.7151555555556
DRZ24,OUT018,2025.6595111111112
NCL54,OUT035,3422.6558666666665
FDR12,OUT049,3453.6525555555554
NCC54,OUT046,3545.606933333334
DRN59,OUT013,1470.9001555555556
FDX50,OUT019,236.06308888888887
FDV31,OUT027,4709.351355555556
NCA29,OUT027,4294.631933333333
FDW60,OUT049,3483.4656
FDX08,OUT017,2415.0785333333333
DRD49,OUT013,3350.749466666666
FDD33,OUT046,3024.6554222222226
FDW35,OUT013,1765.4796666666666
FDJ36,OUT017,1754.3090222222222
FDV51,OUT035,2772.687111111111
FDW36,OUT046,1876.7422444444444
FDH35,OUT046,3048.772177777778
NCS30,OUT027,3994.2821555555547
FDN49,OUT017,1872.599488888889
FDL08,OUT018,3381.154333333333
FDI09,OUT013,3764.5811555555556
FDP19,OUT018,1586.1575333333333
FDU21,OUT010,177.8425777777778
NCP41,OUT045,1576.3184888888889
FDY10,OUT013,2484.987533333333
FDP12,OUT018,1078.1521333333335
NCN26,OUT049,1523.7942666666665
FDK44,OUT013,2336.588111111111
FDC28,OUT049,1537.5541333333335
FDJ41,OUT027,5853.491666666665
NCT29,OUT035,2446.5930666666663
NCH42,OUT019,396.3729333333333
FDU60,OUT018,2321.7185777777777
FDS02,OUT045,3810.0035111111115
FDC51,OUT046,1412.6056666666666
FDU03,OUT013,2919.6069777777775
FDX39,OUT045,3228.6861333333336
NCY05,OUT010,252.19024444444443
NCL06,OUT027,5859.7058
FDD32,OUT035,1816.5243333333335
NCN41,OUT045,1666.5713777777778
NCX53,OUT049,2842.966
FDU57,OUT019,333.71375555555557
FDQ23,OUT046,2706.2550666666666
FDQ52,OUT045,4731.470711111111
FDC14,OUT045,1038.6480000000001
FDY09,OUT035,3988.0680222222218
FDQ28,OUT045,3208.9340666666667
FDV25,OUT046,3219.9567555555554
FDJ07,OUT035,1845.8935111111111
DRB25,OUT049,1874.7448444444444
FDK52,OUT019,500.6816
FDY52,OUT027,1198.7359111111111
FDB28,OUT046,3280.6925111111113
FDT36,OUT035,1029.7706666666666
FDV25,OUT017,2786.5949333333333
NCN07,OUT027,3173.3507555555557
FDC57,OUT017,3924.447133333333
FDQ03,OUT018,2843.7057777777777
FDU23,OUT017,2668.3044666666665
NCX41,OUT035,3095.3781777777776
NCD06,OUT035,1078.7439555555554
FDW08,OUT045,2621.772444444445
NCU29,OUT017,1341.6609777777776
NCE06,OUT013,2900.2987777777776
FDV52,OUT010,271.20253333333335
FDB02,OUT017,3470.1496
NCR18,OUT045,832.3239777777778
FDK16,OUT049,1370.8082222222224
NCQ29,OUT010,500.90353333333337
FDZ01,OUT019,301.9033111111111
FDW27,OUT035,2731.1116
FDD17,OUT018,3492.6388444444447
FDW39,OUT013,2748.644333333333
DRH59,OUT045,1016.8985333333335
FDS52,OUT013,1758.0079111111113
FDU40,OUT027,6188.537022222223
NCF54,OUT013,3008.824177777778
FDH46,OUT045,1571.4359555555557
NCP14,OUT049,1486.8793555555555
FDH50,OUT049,2305.0735777777777
DRF15,OUT010,312.55611111111114
FDV27,OUT027,2047.4829555555557
NCJ06,OUT049,2568.2125333333333
FDN02,OUT018,1771.2499333333335
FDQ51,OUT049,1762.1506666666667
FDQ07,OUT017,4517.896866666666
FDS45,OUT049,2149.6462666666666
NCJ06,OUT045,1586.7493555555557
FDD36,OUT035,1668.0509333333334
FDY25,OUT045,3322.859844444444
FDU52,OUT046,1829.692377777778
DRK47,OUT017,3626.7605555555556
NCL30,OUT017,2297.5278444444443
FDN22,OUT035,3580.9683111111112
NCF30,OUT027,3126.670777777778
FDK03,OUT035,3932.288777777778
FDT45,OUT017,1198.2920444444444
NCC54,OUT027,5180.219911111111
FDP08,OUT018,2834.1626444444446
FDU44,OUT046,2989.6639333333333
DRG39,OUT035,1027.4773555555555
